"day","match","clicks","impressions","cost","avgpos","qualityscore","conv"
"2013-11-07","Phrase",0,1,0,2,7,0
"2013-11-10","Exact",0,1,0,2,6,0
"2013-11-12","Exact",0,1,0,1,4,0
"2013-10-27","Broad",0,277,0,6.9,4,0
"2013-10-20","Exact",0,1,0,2,4,0
"2013-10-27","Phrase",0,6,0,1.2,4,0
"2013-11-01","Exact",0,4,0,8.5,7,0
"2013-11-04","Exact",0,1,0,2,8,0
"2013-10-25","Broad",24,327,25.19,2.9,5,1
"2013-11-05","Phrase",0,2,0,2.5,7,0
"2013-11-01","Broad",0,4,0,5.5,8,0
"2013-11-02","Exact",0,1,0,1,6,0
"2013-10-30","Broad",0,18,0,2.2,5,0
"2013-10-21","Exact",0,1,0,1,5,0
"2013-10-28","Broad",0,71,0,6,2,0
"2013-11-05","Phrase",0,3,0,2.3,6,0
"2013-10-18","Broad",2,8,1.53,2.5,4,0
"2013-11-12","Exact",0,1,0,1,7,0
"2013-10-31","Broad",106,1787,87.63,2.7,3,2
"2013-11-09","Exact",0,2,0,5.5,7,0
"2013-10-31","Exact",0,3,0,2.7,7,0
"2013-11-11","Phrase",1,2,0.88,1.5,6,0
"2013-10-17","Phrase",0,17,0,4.1,2,0
"2013-10-21","Phrase",0,1,0,3,8,0
"2013-10-20","Broad",147,2101,119.29,2.4,3,0
"2013-11-09","Broad",0,3,0,2.7,6,0
"2013-11-10","Broad",133,1864,107.6,2.6,3,0
"2013-10-20","Phrase",0,1,0,11,7,0
"2013-11-01","Broad",0,1,0,5,5,0
"2013-10-31","Phrase",0,1,0,5,8,0
"2013-10-31","Phrase",0,14,0,3.9,6,0
"2013-10-19","Broad",0,1,0,8,4,0
"2013-10-19","Exact",0,3,0,1,5,0
"2013-10-16","Phrase",1,238,1.87,5.6,3,0
"2013-10-21","Phrase",0,2,0,3.5,7,0
"2013-10-31","Broad",0,15,0,2.7,6,0
"2013-11-01","Broad",0,68,0,7.5,5,0
"2013-11-11","Phrase",0,1,0,2,8,0
"2013-10-31","Broad",0,3,0,4,7,0
"2013-10-23","Broad",0,1,0,5,6,0
"2013-10-20","Exact",1,2,1,3.5,6,1
"2013-10-29","Phrase",0,7,0,3.9,4,0
"2013-11-07","Phrase",0,1,0,4,4,0
"2013-10-21","Broad",0,181,0,7.7,3,0
"2013-10-29","Exact",0,1,0,11,5,0
"2013-11-05","Phrase",1,47,1.5,4.7,7,0
"2013-10-26","Exact",0,1,0,4,7,0
"2013-11-03","Broad",3,130,5.57,6.6,3,0
"2013-10-20","Exact",0,1,0,1,5,0
"2013-10-22","Exact",0,3,0,4,8,0
"2013-11-01","Broad",0,11,0,2.5,4,0
"2013-10-27","Phrase",0,7,0,4.9,8,0
"2013-11-03","Broad",0,44,0,8,5,0
"2013-11-11","Broad",0,3,0,1,5,0
"2013-10-16","Exact",1,2,0.61,1,5,0
"2013-10-25","Phrase",0,5,0,4.4,7,0
"2013-11-01","Phrase",1,10,1.13,4.3,2,0
"2013-11-08","Broad",1,3,0.65,6.3,7,0
"2013-11-08","Exact",1,2,0.87,2,7,0
"2013-10-28","Phrase",0,2,0,2.5,6,0
"2013-10-21","Exact",0,2,0,3,5,0
"2013-10-17","Phrase",0,2,0,2,6,0
"2013-10-19","Phrase",0,3,0,3.3,8,0
"2013-10-26","Broad",0,7,0,4,4,0
"2013-11-03","Broad",0,2,0,1,8,0
"2013-10-14","Broad",0,1,0,4,6,0
"2013-11-03","Broad",0,6,0,2.2,6,0
"2013-10-21","Broad",0,2,0,5.5,7,0
"2013-11-08","Broad",1,7,0.46,2,8,0
"2013-11-07","Broad",0,6,0,3.8,6,0
"2013-11-02","Phrase",0,7,0,3.3,2,0
"2013-11-07","Broad",0,3,0,6.3,7,0
"2013-11-04","Phrase",0,1,0,9,6,0
"2013-10-29","Exact",0,8,0,2.1,6,0
"2013-11-07","Broad",0,1,0,7,7,0
"2013-11-09","Broad",108,1633,88.88,2.9,3,0
"2013-10-25","Broad",0,1,0,10,7,0
"2013-10-24","Broad",0,3,0,4.7,7,0
"2013-10-14","Broad",1,13,0.62,3.5,6,0
"2013-11-08","Exact",0,3,0,2,6,0
"2013-11-06","Broad",1,17,0.49,2.4,4,0
"2013-10-29","Exact",8,200,9.03,4.4,4,0
"2013-10-29","Broad",0,1,0,2,7,0
"2013-10-15","Exact",0,1,0,4,4,0
"2013-11-06","Phrase",0,3,0,5.7,7,0
"2013-11-04","Phrase",0,25,0,3.4,6,0
"2013-11-08","Broad",2,83,1.66,6.9,5,0
"2013-10-24","Phrase",0,1,0,6,8,0
"2013-10-26","Phrase",23,2145,26.58,4.4,4,0
"2013-10-25","Exact",0,1,0,1,7,0
"2013-11-06","Broad",0,1,0,5,6,0
"2013-11-02","Broad",0,2,0,3,5,0
"2013-11-12","Broad",1,248,1.9,6.6,3,0
"2013-11-11","Broad",0,1,0,3,6,0
"2013-10-31","Exact",0,13,0,2.8,5,0
"2013-10-31","Exact",0,1,0,11,7,0
"2013-10-26","Broad",0,1,0,4,8,0
"2013-10-23","Broad",0,9,0,4.7,5,0
"2013-10-28","Broad",0,4,0,7.5,7,0
"2013-11-12","Exact",0,1,0,7,7,0
"2013-10-16","Broad",3,378,3.39,4,4,1
"2013-10-14","Exact",0,2,0,1.5,6,0
"2013-10-26","Phrase",0,8,0,2.8,7,0
"2013-10-17","Broad",0,3,0,2.3,5,0
"2013-11-07","Phrase",0,11,0,4.1,2,0
"2013-11-06","Exact",0,1,0,1,5,0
"2013-11-09","Phrase",0,1,0,2,5,0
"2013-10-14","Exact",0,1,0,1,5,0
"2013-10-21","Phrase",0,1,0,1,5,0
"2013-11-08","Exact",0,3,0,5.7,7,0
"2013-10-30","Exact",0,1,0,7,7,0
"2013-10-15","Phrase",0,2,0,3,6,0
"2013-11-08","Phrase",0,2,0,2,6,0
"2013-10-20","Phrase",0,105,0,2.3,4,0
"2013-10-22","Broad",0,1,0,9,8,0
"2013-11-01","Exact",2,17,1.44,1.8,5,0
"2013-10-19","Broad",0,1,0,2,8,0
"2013-11-09","Exact",0,2,0,2,2,0
"2013-11-03","Broad",0,3,0,2,4,0
"2013-10-27","Phrase",0,1,0,2,7,0
"2013-11-05","Phrase",0,1,0,3,7,0
"2013-10-30","Phrase",0,3,0,2.3,8,0
"2013-11-06","Broad",0,11,0,2.2,6,0
"2013-10-23","Broad",0,2,0,7,7,0
"2013-10-30","Exact",0,1,0,1,5,0
"2013-10-28","Exact",0,4,0,6.5,7,0
"2013-11-01","Exact",2,160,2.19,5.3,4,0
"2013-10-21","Phrase",0,6,0,3.2,6,0
"2013-11-10","Broad",0,21,0,2,4,0
"2013-11-09","Phrase",0,6,0,7.3,7,0
"2013-10-30","Broad",0,1,0,9,5,0
"2013-11-04","Exact",0,3,0,4.3,4,0
"2013-10-23","Exact",0,4,0,2,4,0
"2013-10-20","Broad",0,1,0,3,7,0
"2013-11-09","Phrase",0,1,0,1,6,0
"2013-11-05","Broad",1,75,0.98,3.5,2,0
"2013-10-15","Broad",0,5,0,3.4,7,0
"2013-10-30","Broad",120,1950,93.92,2.7,3,1
"2013-10-17","Broad",6,116,5.84,2.7,7,0
"2013-11-04","Broad",8,91,6.61,2.3,7,0
"2013-11-11","Broad",4,157,3.48,3,3,0
"2013-10-20","Exact",0,1,0,2,8,0
"2013-10-24","Phrase",0,2,0,2,6,0
"2013-11-08","Exact",0,1,0,2,8,0
"2013-10-17","Broad",0,1,0,3,5,0
"2013-11-12","Broad",0,3,0,1.7,4,0
"2013-11-05","Broad",0,7,0,1.4,5,0
"2013-10-23","Phrase",0,6,0,4.5,7,0
"2013-11-10","Broad",2,337,2.33,6.8,4,0
"2013-10-16","Broad",0,89,0,5.8,3,0
"2013-11-01","Exact",0,2,0,4.5,4,0
"2013-10-25","Broad",0,3,0,5.3,4,0
"2013-10-22","Broad",0,2,0,4,4,0
"2013-10-31","Broad",0,1,0,10,6,0
"2013-10-23","Broad",0,1,0,6,5,0
"2013-11-05","Broad",0,4,0,5.8,7,0
"2013-10-21","Exact",0,2,0,1.5,7,0
"2013-10-17","Exact",0,2,0,1.5,6,0
"2013-10-21","Phrase",0,12,0,3.7,4,0
"2013-11-01","Phrase",0,1,0,7,6,0
"2013-11-04","Broad",0,3,0,6,6,0
"2013-11-05","Phrase",2,244,3.59,5.7,3,0
"2013-10-25","Exact",0,6,0,2.5,4,0
"2013-11-05","Broad",2,20,1.8,4.6,5,0
"2013-10-27","Exact",0,1,0,10,9,0
"2013-10-21","Broad",3,262,3.09,6.1,4,0
"2013-11-07","Broad",0,1,0,2,7,0
"2013-10-16","Broad",0,6,0,1.8,8,0
"2013-11-07","Broad",6,416,5.73,6.1,4,0
"2013-11-09","Broad",1,53,1.2,6.1,2,0
"2013-10-21","Broad",1,111,1.92,5.9,3,0
"2013-10-18","Phrase",1,154,1.54,5.3,3,0
"2013-11-04","Phrase",0,9,0,3,2,0
"2013-11-07","Exact",0,1,0,2,4,0
"2013-11-10","Phrase",1,6,1.12,3.2,7,0
"2013-11-09","Broad",0,49,0,6.8,3,0
"2013-10-30","Broad",1,3,1.17,4.7,5,0
"2013-11-02","Phrase",0,3,0,1.3,4,0
"2013-10-19","Phrase",1,90,1.61,6.2,3,0
"2013-10-14","Broad",1,59,1,7.6,5,0
"2013-11-11","Phrase",0,10,0,3.8,4,0
"2013-10-30","Exact",0,5,0,4.8,7,0
"2013-11-06","Broad",0,2,0,2,7,0
"2013-11-09","Phrase",0,1,0,3,7,0
"2013-10-30","Broad",0,6,0,3,6,0
"2013-10-30","Broad",0,159,0,6.8,3,0
"2013-11-06","Exact",2,15,1.64,4.1,5,0
"2013-10-17","Phrase",1,202,1.79,5.8,3,0
"2013-10-20","Phrase",0,2,0,1.5,8,0
"2013-10-30","Phrase",0,1,0,5,6,0
"2013-11-12","Exact",0,1,0,1,6,0
"2013-10-23","Exact",0,2,0,5,7,0
"2013-10-25","Exact",0,1,0,2,4,0
"2013-10-28","Broad",0,4,0,1.5,8,0
"2013-10-26","Phrase",1,2,0.73,2,6,0
"2013-10-18","Broad",0,2,0,1.5,8,0
"2013-11-10","Phrase",0,4,0,4,6,0
"2013-10-21","Phrase",0,1,0,2,4,0
"2013-11-10","Broad",1,1,1.27,3,7,0
"2013-10-20","Exact",0,6,0,5.7,7,0
"2013-11-02","Phrase",0,1,0,2,8,0
"2013-11-09","Exact",1,2,0.82,1.5,4,1
"2013-11-11","Exact",12,170,11.79,2,5,0
"2013-10-25","Phrase",0,4,0,2,6,0
"2013-11-01","Broad",122,1671,102.69,2.9,3,0
"2013-11-09","Phrase",1,8,1.17,4.4,7,0
"2013-10-25","Phrase",0,1,0,6,7,0
"2013-10-26","Exact",0,1,0,1,4,0
"2013-10-29","Broad",7,116,6,2.3,5,0
"2013-11-06","Broad",0,2,0,8.5,7,0
"2013-11-03","Exact",0,2,0,2.5,5,0
"2013-11-11","Phrase",0,5,0,3.8,8,0
"2013-10-22","Exact",2,19,1.82,1.5,5,0
"2013-11-05","Phrase",65,4074,66.24,3.8,4,0
"2013-10-30","Broad",0,2,0,5.5,5,0
"2013-10-25","Phrase",0,2,0,4.5,8,0
"2013-11-10","Phrase",46,3243,50.42,3.9,4,0
"2013-11-04","Phrase",0,2,0,6.5,6,0
"2013-11-06","Phrase",0,22,0,3.7,2,0
"2013-10-18","Broad",0,2,0,5,6,0
"2013-10-14","Phrase",0,2,0,2.5,5,0
"2013-11-10","Broad",0,1,0,2,7,0
"2013-10-17","Broad",1,7,0.85,5.6,5,0
"2013-10-30","Broad",2,57,2.14,5,5,0
"2013-11-10","Phrase",0,3,0,7,8,0
"2013-10-30","Phrase",0,2,0,1.5,6,0
"2013-10-16","Phrase",0,1,0,5,7,0
"2013-10-14","Exact",0,1,0,3,3,0
"2013-10-26","Broad",0,1,0,1,6,0
"2013-11-12","Broad",2,19,1.71,3.4,5,0
"2013-10-17","Broad",1,70,0.39,4.8,5,0
"2013-11-04","Broad",4,150,3.51,3.1,4,0
"2013-11-08","Broad",0,5,0,4.2,6,0
"2013-11-02","Broad",20,306,18.19,3.2,5,0
"2013-11-05","Phrase",0,1,0,6,7,0
"2013-10-31","Phrase",0,2,0,6,8,0
"2013-10-16","Broad",0,7,0,2.1,4,0
"2013-11-02","Phrase",0,3,0,5.3,8,0
"2013-10-27","Exact",0,1,0,5,5,0
"2013-10-14","Phrase",0,3,0,5,6,0
"2013-10-21","Phrase",0,1,0,3,6,0
"2013-10-20","Phrase",1,6,0.57,4.8,3,0
"2013-11-12","Broad",0,1,0,2,6,0
"2013-10-19","Exact",0,4,0,3,6,0
"2013-11-08","Phrase",62,4359,68.56,3.9,4,1
"2013-10-14","Exact",0,2,0,2,7,0
"2013-10-17","Phrase",1,3,0.62,4,8,0
"2013-11-07","Phrase",4,244,5.84,5.6,3,0
"2013-10-21","Exact",0,1,0,2,5,0
"2013-10-26","Broad",0,7,0,3.3,5,0
"2013-11-10","Exact",0,4,0,2.3,4,0
"2013-11-03","Phrase",0,1,0,1,8,0
"2013-10-18","Broad",0,2,0,4.5,6,0
"2013-10-20","Broad",2,37,1.94,6.4,5,0
"2013-11-06","Broad",0,6,0,3.8,4,0
"2013-11-05","Exact",0,3,0,3.3,4,0
"2013-10-30","Broad",0,4,0,5.3,6,0
"2013-10-22","Broad",1,276,1.08,6,4,0
"2013-10-26","Exact",0,1,0,3,6,0
"2013-10-28","Broad",1,15,0.66,4.6,6,0
"2013-11-12","Phrase",0,1,0,4,7,0
"2013-11-09","Phrase",1,1,0.67,3,7,0
"2013-11-03","Exact",1,1,1.04,3,6,0
"2013-11-10","Broad",0,7,0,4.6,4,0
"2013-10-20","Broad",0,3,0,4.3,6,0
"2013-11-03","Broad",119,1976,91.62,2.8,3,0
"2013-10-31","Broad",0,1,0,10,7,0
"2013-11-11","Broad",0,5,0,2.2,6,0
"2013-10-28","Phrase",0,8,0,2.1,4,0
"2013-11-11","Phrase",0,8,0,2.1,4,0
"2013-10-20","Exact",0,1,0,3,7,0
"2013-10-29","Broad",0,1,0,2,8,0
"2013-10-29","Phrase",0,2,0,2.5,7,0
"2013-11-07","Phrase",0,2,0,3,4,0
"2013-10-15","Phrase",2,29,2.16,5.5,7,0
"2013-10-22","Broad",0,2,0,3,5,0
"2013-10-20","Broad",1,1,0.89,5,6,0
"2013-10-29","Exact",0,4,0,1.3,2,0
"2013-10-14","Broad",0,4,0,1.3,6,0
"2013-10-28","Broad",0,4,0,1.5,4,0
"2013-11-12","Exact",0,1,0,1,5,0
"2013-11-08","Exact",0,3,0,9.3,7,0
"2013-11-12","Broad",0,2,0,3.5,6,0
"2013-10-27","Phrase",0,2,0,3.5,6,0
"2013-10-17","Phrase",0,13,0,2.8,6,0
"2013-10-16","Exact",3,5,3.03,1.6,5,0
"2013-11-07","Broad",20,335,18.93,3.3,5,0
"2013-11-03","Broad",0,50,0,4,2,0
"2013-11-04","Phrase",0,9,0,6.7,3,0
"2013-10-17","Exact",0,7,0,2.3,2,0
"2013-11-01","Exact",0,3,0,1.3,8,0
"2013-11-08","Broad",3,29,2.18,2.2,4,0
"2013-11-04","Exact",0,1,0,8,7,0
"2013-10-19","Broad",20,258,20.26,3.2,5,0
"2013-10-19","Broad",0,5,0,2,6,0
"2013-11-11","Broad",1,5,0.83,1.8,4,0
"2013-11-01","Phrase",0,3,0,4.7,6,0
"2013-10-15","Exact",0,4,0,3.3,6,0
"2013-11-05","Broad",0,65,0,5.5,2,0
"2013-10-23","Phrase",0,1,0,3,7,0
"2013-10-31","Exact",0,1,0,1,5,0
"2013-10-29","Phrase",0,3,0,3.7,6,0
"2013-10-21","Broad",0,2,0,3,7,0
"2013-10-15","Broad",0,1,0,1,8,0
"2013-10-25","Phrase",0,1,0,2,8,0
"2013-10-22","Phrase",0,3,0,6,7,0
"2013-10-23","Broad",0,2,0,1,6,0
"2013-11-08","Phrase",1,2,1.73,2.5,6,0
"2013-10-25","Phrase",0,4,0,3,6,0
"2013-10-29","Exact",0,1,0,2,5,0
"2013-10-17","Exact",0,1,0,2,2,0
"2013-10-24","Phrase",0,1,0,8,8,0
"2013-10-20","Broad",0,5,0,3.2,6,0
"2013-11-02","Broad",2,88,2.18,3.6,3,0
"2013-11-08","Broad",14,407,13.06,2.9,5,0
"2013-10-15","Broad",0,1,0,1,8,0
"2013-10-23","Broad",1,89,0.93,7.4,5,0
"2013-10-21","Broad",14,274,14.05,3.2,5,0
"2013-10-24","Broad",3,258,2.68,6,4,0
"2013-11-12","Broad",0,2,0,2.5,7,0
"2013-11-02","Exact",0,1,0,5,7,0
"2013-11-08","Phrase",1,218,0.75,5.6,3,0
"2013-11-12","Phrase",0,1,0,2,8,0
"2013-10-26","Broad",0,8,0,4.9,6,0
"2013-10-17","Exact",0,2,0,1,5,0
"2013-10-21","Exact",0,5,0,6.6,7,0
"2013-10-26","Broad",1,29,1.94,5.9,3,0
"2013-10-28","Phrase",1,7,0.98,3.1,4,0
"2013-10-24","Exact",0,2,0,2,4,0
"2013-10-29","Phrase",0,4,0,5,8,0
"2013-11-07","Phrase",0,1,0,8,8,0
"2013-11-07","Phrase",0,1,0,5,8,0
"2013-10-19","Phrase",0,1,0,10,7,0
"2013-10-31","Broad",0,1,0,5,4,0
"2013-11-03","Broad",1,343,1.28,6.8,4,1
"2013-10-29","Broad",0,7,0,2,6,0
"2013-11-12","Broad",0,1,0,3,7,0
"2013-11-03","Broad",0,4,0,4,7,0
"2013-10-26","Exact",0,3,0,1,4,0
"2013-11-02","Phrase",0,1,0,2,7,0
"2013-11-04","Broad",0,1,0,1,7,0
"2013-11-12","Broad",1,99,0.91,2.1,7,0
"2013-10-24","Broad",1,9,1.49,3.9,6,0
"2013-10-25","Phrase",0,6,0,6.3,7,0
"2013-10-31","Phrase",0,2,0,2,6,0
"2013-11-02","Broad",0,16,0,2.8,4,0
"2013-10-21","Exact",0,1,0,3,6,0
"2013-11-07","Broad",0,1,0,1,7,0
"2013-10-23","Exact",0,2,0,2,6,0
"2013-10-29","Phrase",0,5,0,1.8,6,0
"2013-11-06","Exact",0,3,0,3,8,0
"2013-11-04","Phrase",0,3,0,4.3,8,0
"2013-10-28","Phrase",0,13,0,1.5,7,0
"2013-11-03","Exact",0,1,0,6,8,0
"2013-10-28","Broad",1,2,1.36,3,7,0
"2013-10-16","Broad",0,3,0,3.3,5,0
"2013-10-28","Broad",2,108,2.01,4.3,5,0
"2013-10-27","Exact",0,2,0,4.5,7,0
"2013-11-03","Broad",1,17,0.71,2.1,4,0
"2013-10-23","Phrase",0,4,0,5.5,7,0
"2013-11-05","Phrase",0,6,0,2.2,6,0
"2013-10-24","Broad",140,2088,110.66,2.6,3,0
"2013-10-24","Broad",0,54,0,5.1,2,0
"2013-10-18","Broad",0,53,0,3.8,2,0
"2013-10-27","Exact",0,2,0,1,8,0
"2013-11-05","Broad",3,314,3.21,5.7,4,0
"2013-10-16","Phrase",0,8,0,3.4,7,0
"2013-10-20","Broad",0,4,0,7.3,5,0
"2013-11-12","Broad",0,5,0,5.6,6,0
"2013-10-25","Exact",0,3,0,5,7,0
"2013-10-30","Broad",7,78,7.26,2.8,7,0
"2013-10-28","Broad",2,104,1.9,2.3,7,0
"2013-11-02","Broad",0,32,0,6.6,3,0
"2013-11-02","Broad",4,62,4.08,3.9,5,0
"2013-10-31","Broad",0,12,0,4.2,5,0
"2013-11-07","Phrase",0,16,0,4.9,4,0
"2013-11-08","Exact",0,7,0,2.9,2,0
"2013-10-18","Phrase",0,1,0,1,7,0
"2013-10-16","Broad",0,1,0,7,8,0
"2013-11-07","Exact",0,3,0,6.7,6,0
"2013-11-06","Phrase",2,12,2,2.7,7,0
"2013-10-22","Broad",0,2,0,7.5,7,0
"2013-10-25","Exact",0,8,0,1.5,7,0
"2013-10-17","Exact",0,1,0,1,7,0
"2013-10-19","Broad",0,46,0,6.3,3,0
"2013-10-15","Broad",14,281,13.86,3,5,0
"2013-10-17","Exact",0,12,0,3.6,4,0
"2013-10-20","Broad",0,62,0,7.3,5,0
"2013-10-28","Phrase",0,2,0,7.5,5,0
"2013-10-18","Broad",2,85,2.24,2.7,7,0
"2013-11-12","Broad",0,1,0,8,5,0
"2013-10-21","Broad",0,1,0,9,6,0
"2013-10-25","Broad",0,7,0,3,6,0
"2013-11-01","Broad",8,75,7.85,2.6,7,0
"2013-10-16","Phrase",0,3,0,7,8,0
"2013-10-27","Phrase",0,11,0,3.6,6,0
"2013-10-17","Broad",0,12,0,2,7,0
"2013-11-07","Exact",0,2,0,2.5,2,0
"2013-10-19","Broad",1,39,1.14,5.1,5,0
"2013-10-21","Phrase",0,1,0,2,7,0
"2013-11-02","Broad",1,212,1.24,7.1,4,0
"2013-10-28","Phrase",1,1,1.54,4,5,0
"2013-11-01","Broad",1,4,0.61,1.5,8,0
"2013-11-08","Broad",0,1,0,8,8,0
"2013-10-25","Phrase",0,1,0,11,5,0
"2013-10-28","Broad",0,1,0,3,6,0
"2013-10-21","Broad",0,26,0,6.5,5,0
"2013-10-29","Broad",0,10,0,3.8,5,0
"2013-10-17","Phrase",0,10,0,2.3,7,0
"2013-10-20","Phrase",2,12,1.84,2.8,7,0
"2013-11-08","Exact",0,1,0,3,2,0
"2013-11-11","Broad",0,1,0,4,5,0
"2013-11-05","Phrase",1,8,1.47,3.6,7,0
"2013-11-12","Broad",0,6,0,2.2,7,0
"2013-10-22","Broad",0,1,0,2,7,0
"2013-11-08","Exact",6,354,5.73,4.5,4,1
"2013-10-15","Phrase",0,31,0,2.8,7,0
"2013-10-24","Broad",0,1,0,5,6,0
"2013-10-29","Exact",0,1,0,2,2,0
"2013-10-28","Phrase",54,3924,59.78,3.8,4,0
"2013-10-18","Phrase",0,4,0,3,4,0
"2013-11-03","Phrase",0,2,0,2,5,0
"2013-11-07","Broad",2,91,1.73,4.4,5,0
"2013-10-14","Phrase",2,26,2.1,2,7,1
"2013-11-03","Phrase",1,12,1.49,4.5,7,0
"2013-10-15","Phrase",0,13,0,2.3,6,0
"2013-10-17","Exact",10,162,7.39,2.3,5,1
"2013-10-15","Broad",0,1,0,4,4,0
"2013-11-08","Exact",0,1,0,2,4,0
"2013-10-30","Phrase",0,1,0,5,8,0
"2013-10-14","Phrase",0,1,0,7,5,0
"2013-10-22","Phrase",0,4,0,1.3,4,0
"2013-11-11","Broad",7,78,5.61,2,7,0
"2013-11-12","Broad",0,101,0,6,2,0
"2013-10-29","Phrase",0,1,0,3,7,0
"2013-10-21","Exact",0,1,0,3,5,0
"2013-11-02","Phrase",0,3,0,4.7,2,0
"2013-10-23","Phrase",0,8,0,4.5,6,0
"2013-10-28","Exact",0,3,0,2,4,0
"2013-10-26","Phrase",0,1,0,3,7,0
"2013-11-06","Exact",0,1,0,3,7,0
"2013-11-12","Phrase",0,6,0,4.7,7,0
"2013-10-24","Phrase",1,2,1.5,2,6,0
"2013-11-08","Broad",5,144,4.92,3,4,0
"2013-10-26","Broad",0,10,0,3.3,6,0
"2013-11-05","Broad",0,3,0,2.3,6,0
"2013-10-15","Exact",0,3,0,8,8,0
"2013-10-30","Phrase",2,4,1.26,4.3,8,0
"2013-11-07","Exact",0,2,0,2,7,0
"2013-10-22","Exact",0,2,0,1,4,0
"2013-10-18","Broad",0,59,0,2.3,5,0
"2013-10-14","Broad",2,209,2.06,6.1,4,0
"2013-10-14","Broad",0,3,0,3.3,6,0
"2013-10-18","Broad",0,2,0,3.5,7,0
"2013-10-16","Broad",0,1,0,1,6,0
"2013-10-16","Broad",0,5,0,1.8,4,0
"2013-11-10","Exact",1,6,0.67,4.3,6,0
"2013-10-24","Exact",0,1,0,4,8,0
"2013-11-03","Phrase",1,5,0.73,2,4,0
"2013-11-06","Phrase",0,5,0,1.6,4,0
"2013-11-07","Broad",3,287,2.81,4,4,0
"2013-10-24","Exact",0,3,0,5.7,6,0
"2013-10-27","Phrase",0,6,0,3.8,2,0
"2013-10-29","Broad",0,23,0,7.6,5,0
"2013-11-08","Exact",0,1,0,2,5,0
"2013-10-23","Phrase",1,23,1.48,5,7,0
"2013-10-23","Exact",0,2,0,1,5,0
"2013-10-27","Broad",0,1,0,2,4,0
"2013-10-23","Exact",15,199,11.93,2.9,5,0
"2013-10-15","Phrase",0,1,0,4,4,0
"2013-11-04","Broad",0,1,0,10,5,0
"2013-10-25","Exact",0,3,0,3.3,8,0
"2013-10-31","Phrase",0,1,0,2,7,0
"2013-11-11","Broad",3,74,2.99,2.5,5,0
"2013-11-05","Exact",0,3,0,1.3,4,0
"2013-10-28","Exact",0,10,0,6.9,3,0
"2013-10-15","Broad",2,10,1.93,2.5,5,0
"2013-10-21","Broad",4,8,5,3.6,7,0
"2013-11-12","Phrase",3,24,4,5.4,7,0
"2013-11-03","Phrase",0,2,0,2.5,8,0
"2013-10-14","Phrase",0,1,0,6,7,0
"2013-10-15","Broad",1,17,0.95,3.3,6,0
"2013-10-29","Broad",0,1,0,1,6,0
"2013-10-14","Broad",1,5,0.98,5.2,6,0
"2013-11-07","Broad",1,150,0.84,2.5,4,0
"2013-11-01","Broad",5,27,4.77,3.8,5,0
"2013-11-12","Phrase",0,1,0,10,7,0
"2013-10-20","Broad",1,14,0.63,2.8,7,0
"2013-10-19","Exact",1,4,0.89,2,7,0
"2013-10-29","Phrase",0,4,0,1.8,4,0
"2013-11-02","Exact",0,1,0,10,7,0
"2013-11-01","Broad",0,1,0,3,6,0
"2013-10-17","Broad",0,1,0,1,5,0
"2013-10-17","Broad",1,176,2,7.3,3,0
"2013-10-29","Broad",175,2189,137.37,2.5,3,2
"2013-10-28","Broad",0,3,0,4,6,0
"2013-10-14","Broad",2,69,2.03,5.1,5,0
"2013-11-04","Phrase",0,1,0,4,6,0
"2013-10-29","Broad",0,1,0,1,8,0
"2013-10-29","Exact",1,4,0.91,2,7,0
"2013-10-27","Broad",0,3,0,2,6,0
"2013-10-15","Broad",1,7,1.08,2.9,4,0
"2013-10-17","Exact",1,3,0.5,1,4,0
"2013-11-04","Broad",0,1,0,1,4,0
"2013-10-18","Phrase",0,1,0,4,5,0
"2013-10-24","Exact",7,192,5.01,2.9,5,0
"2013-10-28","Exact",0,1,0,1,4,0
"2013-10-20","Exact",0,1,0,6,7,0
"2013-11-05","Phrase",0,1,0,7,7,0
"2013-11-12","Broad",7,119,6.93,2.6,4,0
"2013-10-27","Broad",0,10,0,4,4,0
"2013-10-31","Broad",0,1,0,4,8,0
"2013-11-10","Broad",1,136,2,6.5,3,0
"2013-10-25","Broad",0,2,0,1,4,0
"2013-10-24","Phrase",0,5,0,5.6,7,0
"2013-11-05","Phrase",4,130,3.99,2.3,4,0
"2013-11-12","Phrase",0,1,0,11,8,0
"2013-10-30","Broad",24,420,21.36,3.2,5,0
"2013-10-25","Exact",0,1,0,1,5,0
"2013-11-02","Exact",0,3,0,1.7,5,0
"2013-10-26","Exact",0,1,0,8,7,0
"2013-10-15","Broad",10,117,9.68,3.1,7,0
"2013-11-12","Exact",0,2,0,5,8,0
"2013-10-26","Broad",0,1,0,3,7,0
"2013-11-05","Exact",8,156,7.11,2.2,5,0
"2013-11-05","Exact",0,5,0,4,6,0
"2013-10-28","Phrase",0,11,0,3.3,2,0
"2013-11-11","Broad",0,1,0,8,6,0
"2013-10-16","Phrase",0,9,0,4.6,6,0
"2013-10-29","Exact",0,3,0,2,3,0
"2013-11-05","Phrase",0,2,0,7,7,0
"2013-10-26","Broad",0,3,0,2.3,4,0
"2013-10-28","Exact",0,1,0,1,4,0
"2013-11-05","Phrase",0,22,0,2.6,6,0
"2013-10-17","Broad",1,12,0.64,3.1,4,0
"2013-11-02","Exact",0,1,0,5,7,0
"2013-11-03","Broad",0,2,0,1.5,8,0
"2013-10-23","Exact",0,2,0,8,6,0
