"day","match","clicks","impressions","cost","avgpos","qualityscore","conv"
"2013-10-31","Broad",0,2,0,3.5,6,0
"2013-10-15","Broad",1,79,1,5.9,6,0
"2013-11-01","Phrase",1,17,0.39,1.1,6,0
"2013-10-14","Broad",0,3,0,6,6,0
"2013-10-16","Phrase",0,1,0,7,3,0
"2013-10-26","Broad",0,2,0,2,6,0
"2013-11-08","Broad",0,2,0,2,7,0
"2013-10-18","Broad",0,1,0,1,6,0
"2013-10-15","Broad",0,3,0,5,6,0
"2013-11-05","Broad",0,1,0,1,6,0
"2013-11-08","Exact",0,3,0,2,8,0
"2013-11-01","Broad",0,1,0,7,6,0
"2013-10-17","Broad",0,31,0,1.9,5,0
"2013-10-15","Phrase",0,1,0,1,6,0
"2013-11-04","Phrase",0,1,0,1,6,0
"2013-10-16","Broad",0,3,0,2,6,0
"2013-10-26","Exact",0,1,0,1,4,0
"2013-11-11","Broad",0,1,0,2,7,0
"2013-10-21","Phrase",3,61,3.01,1.8,6,0
"2013-10-27","Broad",0,16,0,2,5,0
"2013-10-26","Exact",1,37,0.85,1,4,0
"2013-11-04","Phrase",1,1,0.95,1,7,0
"2013-10-18","Broad",0,1,0,3,7,0
"2013-10-22","Broad",0,12,0,4.5,6,0
"2013-11-03","Broad",0,4,0,1,6,0
"2013-10-18","Broad",0,1,0,2,8,0
"2013-10-14","Phrase",0,1,0,2,7,0
"2013-10-15","Phrase",0,6,0,1.2,7,0
"2013-10-25","Broad",0,1,0,1,6,0
"2013-11-04","Broad",5,134,2.34,2.1,7,0
"2013-10-18","Broad",0,2,0,2.5,5,0
"2013-11-01","Broad",0,2,0,4,6,0
"2013-11-06","Broad",0,11,0,2,7,0
"2013-10-25","Exact",0,1,0,2,7,0
"2013-10-24","Exact",0,3,0,2.7,7,0
"2013-11-05","Broad",0,8,0,1.5,4,0
"2013-10-15","Broad",0,1,0,3,7,0
"2013-11-04","Broad",0,1,0,4,7,0
"2013-11-12","Broad",0,9,0,2.9,6,0
"2013-10-19","Broad",0,1,0,5,7,0
"2013-10-27","Broad",0,4,0,6.5,7,0
"2013-11-08","Phrase",0,11,0,2.2,6,0
"2013-10-16","Broad",0,1,0,3,8,0
"2013-11-09","Broad",0,1,0,2,7,0
"2013-10-26","Broad",0,11,0,3.5,4,0
"2013-11-06","Broad",0,1,0,3,7,0
"2013-11-02","Broad",0,1,0,3,7,0
"2013-10-30","Broad",0,1,0,4,6,0
"2013-10-19","Exact",0,2,0,1,7,0
"2013-10-15","Broad",0,33,0,3.8,7,0
"2013-10-16","Exact",0,1,0,3,7,0
"2013-11-04","Broad",0,1,0,4,4,0
"2013-11-11","Phrase",0,4,0,3.8,6,0
"2013-10-18","Broad",0,15,0,2,4,0
"2013-10-30","Broad",0,2,0,1,6,0
"2013-10-30","Phrase",0,4,0,1,6,0
"2013-10-31","Broad",0,29,0,1.8,3,0
"2013-11-05","Broad",0,18,0,1.7,5,0
"2013-10-20","Phrase",1,13,1.18,1.4,5,0
"2013-11-09","Broad",0,2,0,2,7,0
"2013-10-30","Broad",0,4,0,1.5,6,0
"2013-11-03","Broad",0,1,0,7,7,0
"2013-11-05","Phrase",0,4,0,2.5,4,0
"2013-11-06","Broad",0,2,0,6.5,6,0
"2013-10-26","Broad",0,3,0,6.7,6,0
"2013-10-28","Phrase",0,3,0,2.7,7,0
"2013-10-18","Broad",0,14,0,3.3,7,0
"2013-10-28","Broad",0,1,0,2,7,0
"2013-10-29","Broad",0,2,0,5.5,6,0
"2013-11-06","Broad",1,12,0.95,4.3,6,0
"2013-10-30","Phrase",0,1,0,1,5,0
"2013-10-26","Phrase",0,2,0,2.5,5,0
"2013-10-23","Exact",2,81,1.86,1.2,4,0
"2013-10-31","Broad",0,26,0,3.2,4,0
"2013-11-05","Broad",0,33,0,4.2,7,0
"2013-10-31","Phrase",0,9,0,1.4,3,0
"2013-10-15","Phrase",0,1,0,2,6,0
"2013-10-22","Broad",0,5,0,3,6,0
"2013-11-02","Phrase",0,2,0,1,7,0
"2013-11-05","Broad",0,8,0,2.4,7,0
"2013-11-02","Broad",0,81,0,2.4,6,0
"2013-10-30","Broad",1,11,0.73,2.5,7,0
"2013-11-02","Broad",1,3,0.81,1.7,9,0
"2013-11-10","Broad",0,1,0,2,6,0
"2013-11-01","Broad",0,1,0,3,6,0
"2013-10-18","Broad",0,1,0,3,4,0
"2013-10-27","Broad",0,2,0,1,8,0
"2013-11-09","Exact",0,8,0,2.1,3,0
"2013-10-29","Broad",1,6,0.31,2,7,0
"2013-10-28","Broad",0,2,0,1,7,0
"2013-11-07","Broad",0,14,0,6,7,0
"2013-10-20","Broad",0,1,0,1,9,0
"2013-11-10","Exact",0,1,0,2,6,0
"2013-11-10","Exact",0,5,0,1,3,0
"2013-10-29","Broad",0,1,0,5,6,0
"2013-10-22","Broad",0,5,0,3.2,6,0
"2013-11-11","Broad",1,29,0.88,2.6,4,0
"2013-10-27","Broad",0,1,0,1,9,0
"2013-11-04","Broad",0,1,0,3,7,0
"2013-10-30","Broad",1,8,0.98,2.1,10,0
"2013-11-11","Phrase",0,1,0,1,6,0
"2013-11-07","Broad",0,1,0,3,7,0
"2013-10-19","Broad",0,32,0,5.6,6,0
"2013-10-22","Broad",1,26,0.62,4.1,7,0
"2013-10-16","Broad",0,8,0,1.8,6,0
"2013-10-31","Broad",0,2,0,1,7,0
"2013-11-01","Phrase",0,11,0,2.2,5,0
"2013-10-17","Broad",4,72,2.47,2.3,7,0
"2013-10-16","Broad",0,2,0,4,6,0
"2013-10-16","Broad",0,3,0,4,6,0
"2013-11-02","Broad",0,2,0,4.5,7,0
"2013-10-28","Broad",1,1,0.84,1,7,0
"2013-11-01","Exact",2,18,0.72,1.5,6,0
"2013-11-05","Broad",0,5,0,1.4,7,0
"2013-10-28","Phrase",0,2,0,2,7,0
"2013-10-17","Broad",0,13,0,2.3,4,0
"2013-10-27","Phrase",0,1,0,1,6,0
"2013-11-02","Broad",0,3,0,5,6,0
"2013-10-26","Broad",0,1,0,1,6,0
"2013-11-04","Phrase",0,3,0,1,4,0
"2013-11-02","Broad",0,1,0,4,6,0
"2013-11-07","Exact",1,5,0.39,1,7,0
"2013-11-05","Phrase",0,1,0,8,6,0
"2013-11-07","Phrase",2,10,1.24,2.2,4,0
"2013-10-15","Broad",0,1,0,1,7,0
"2013-11-10","Broad",0,2,0,2,6,0
"2013-11-08","Broad",0,5,0,2.4,6,0
"2013-10-31","Exact",0,1,0,5,6,0
"2013-10-21","Phrase",0,9,0,1.9,3,0
"2013-10-20","Exact",0,1,0,2,4,0
"2013-10-29","Broad",1,7,0.29,1.3,7,0
"2013-10-25","Exact",0,1,0,5,6,0
"2013-10-21","Broad",4,269,4.27,2,6,0
"2013-10-22","Exact",0,2,0,5.5,7,0
"2013-10-19","Broad",0,5,0,1,6,0
"2013-11-03","Broad",0,4,0,4,6,0
"2013-10-29","Broad",1,82,0.73,6,6,0
"2013-10-14","Phrase",0,1,0,2,6,0
"2013-11-02","Broad",0,2,0,1,7,0
"2013-11-08","Broad",0,5,0,3.6,6,0
"2013-10-15","Broad",0,1,0,5,6,0
"2013-10-21","Exact",0,2,0,1,7,0
"2013-10-18","Phrase",0,8,0,2.3,6,0
"2013-10-28","Broad",0,12,0,1.9,7,0
"2013-10-15","Phrase",0,12,0,2.8,5,0
"2013-10-23","Broad",0,6,0,5.3,5,0
"2013-11-12","Broad",0,5,0,3.4,6,0
"2013-10-23","Broad",0,16,0,2.3,5,0
"2013-10-21","Phrase",0,3,0,1.3,5,0
"2013-10-18","Broad",0,1,0,1,8,0
"2013-11-09","Broad",0,1,0,1,7,0
"2013-10-18","Broad",2,36,1.53,3.6,7,0
"2013-11-11","Exact",0,1,0,6,5,0
"2013-10-16","Exact",0,1,0,2,7,0
"2013-10-15","Broad",1,19,0.59,3.5,4,0
"2013-11-02","Broad",0,4,0,7,7,0
"2013-10-16","Broad",0,4,0,3,4,0
"2013-11-07","Broad",1,5,0.29,1.4,7,0
"2013-11-01","Broad",0,4,0,3.5,6,0
"2013-10-25","Exact",0,3,0,2.3,7,0
"2013-11-08","Broad",1,101,0.95,5.3,4,0
"2013-11-09","Broad",0,8,0,3.4,9,0
"2013-10-28","Broad",0,8,0,3.8,6,0
"2013-11-08","Broad",0,2,0,1.5,4,0
"2013-11-08","Broad",0,1,0,1,6,0
"2013-10-25","Phrase",0,3,0,1,7,0
"2013-10-26","Broad",0,2,0,4,4,0
"2013-10-15","Broad",2,20,1.5,1.8,7,0
"2013-10-16","Exact",0,1,0,1,5,0
"2013-11-12","Broad",0,1,0,10,4,0
"2013-11-12","Phrase",0,15,0,2.3,5,0
"2013-11-02","Broad",0,2,0,3,6,0
"2013-11-11","Broad",0,6,0,4.3,6,0
"2013-11-01","Broad",0,1,0,5,6,0
"2013-10-14","Broad",0,4,0,1,6,0
"2013-10-15","Phrase",1,1,0.49,2,6,0
"2013-11-11","Broad",0,1,0,2,6,0
"2013-11-10","Phrase",1,13,0.66,1.7,3,0
"2013-11-11","Broad",0,3,0,3,4,0
"2013-10-22","Exact",0,1,0,1,7,0
"2013-10-31","Broad",2,44,1.36,3.3,7,0
"2013-11-08","Phrase",0,3,0,2.3,6,0
"2013-10-24","Broad",2,14,1.43,5.1,4,0
"2013-11-06","Broad",0,25,0,2.7,5,0
"2013-11-10","Broad",0,2,0,2.5,6,0
"2013-10-31","Broad",5,261,4.55,4,6,0
"2013-10-23","Broad",1,28,0.63,1.6,3,0
"2013-10-30","Broad",0,6,0,1.2,6,0
"2013-11-09","Broad",0,5,0,2.6,6,0
"2013-10-14","Broad",0,6,0,2.7,6,0
"2013-10-14","Phrase",0,4,0,1.3,4,0
"2013-10-15","Broad",0,35,0,3,4,0
"2013-11-09","Broad",0,10,0,5.4,5,0
"2013-10-23","Phrase",0,3,0,1,7,0
"2013-10-27","Broad",0,7,0,4.7,6,0
"2013-11-10","Broad",0,6,0,4.2,4,0
"2013-10-24","Broad",1,1,0.59,1,7,0
"2013-10-22","Phrase",0,4,0,5,7,0
"2013-10-28","Broad",0,4,0,3.8,6,0
"2013-10-30","Broad",0,4,0,1.8,6,0
"2013-11-10","Phrase",0,1,0,3,7,0
"2013-11-10","Exact",0,1,0,1,9,0
"2013-11-12","Broad",3,38,2.35,4.2,7,0
"2013-11-12","Broad",0,28,0,2.6,5,0
"2013-10-30","Broad",0,5,0,4,6,0
"2013-10-29","Broad",2,3,2.36,1.7,6,0
"2013-10-30","Phrase",0,2,0,2,4,0
"2013-10-19","Broad",0,1,0,4,7,0
"2013-11-07","Broad",0,1,0,6,4,0
"2013-10-29","Broad",0,3,0,6.3,5,0
"2013-10-27","Broad",0,29,0,1.9,3,0
"2013-11-02","Exact",0,1,0,1,6,0
"2013-11-09","Broad",0,1,0,1,6,0
"2013-11-07","Broad",0,1,0,1,7,0
"2013-10-14","Exact",0,2,0,1,6,0
"2013-10-24","Broad",0,36,0,3.7,7,0
"2013-10-20","Broad",0,2,0,1,6,0
"2013-10-16","Broad",0,1,0,3,6,0
"2013-11-07","Exact",0,1,0,1,6,0
"2013-11-08","Broad",1,25,0.85,3.8,7,0
"2013-11-10","Broad",0,170,0,2.9,6,0
"2013-11-08","Exact",0,1,0,2,7,0
"2013-10-21","Broad",0,1,0,6,6,0
"2013-10-30","Broad",0,2,0,3,7,0
"2013-10-28","Broad",0,5,0,5.6,6,0
"2013-11-10","Broad",0,29,0,3.9,4,0
"2013-10-31","Phrase",0,1,0,2,4,0
"2013-11-01","Broad",0,2,0,2.5,6,0
"2013-11-03","Broad",0,1,0,1,7,0
"2013-11-12","Phrase",0,1,0,2,6,0
"2013-11-10","Exact",0,1,0,3,6,0
"2013-11-11","Broad",0,9,0,2.1,7,0
"2013-10-26","Broad",0,1,0,2,6,0
"2013-10-25","Broad",0,8,0,5.8,6,0
"2013-10-23","Broad",0,45,0,1.4,7,0
"2013-11-01","Broad",0,7,0,3.1,7,0
"2013-10-31","Broad",1,32,0.39,3.7,7,1
"2013-11-03","Exact",0,1,0,8,6,0
"2013-10-15","Phrase",0,15,0,2.3,3,0
"2013-10-24","Broad",2,23,2.46,2.4,5,0
"2013-11-08","Broad",0,1,0,2,7,0
"2013-10-28","Broad",0,3,0,2,10,0
"2013-11-12","Broad",3,13,2.06,2.4,7,0
"2013-10-25","Broad",0,15,0,3.7,6,0
"2013-11-04","Exact",0,1,0,1,7,0
"2013-11-01","Phrase",0,2,0,6,6,0
"2013-11-06","Broad",0,1,0,1,4,0
"2013-11-03","Broad",0,2,0,2.5,9,0
"2013-10-21","Broad",0,3,0,6,6,0
"2013-11-10","Broad",1,35,0.64,1.8,7,0
"2013-11-07","Phrase",0,3,0,4.3,6,0
"2013-10-22","Broad",1,2,0.28,2.5,6,0
"2013-10-17","Broad",5,271,4.21,3.8,6,0
"2013-10-20","Phrase",0,2,0,2,4,0
"2013-10-18","Exact",1,7,0.42,1,6,0
"2013-11-04","Broad",0,25,0,2,5,0
"2013-11-03","Phrase",1,2,0.96,2,6,0
"2013-11-06","Broad",1,6,0.57,2.2,7,0
"2013-11-02","Broad",0,15,0,2.8,7,0
"2013-11-04","Broad",0,5,0,3,6,0
"2013-11-02","Phrase",0,2,0,1.5,6,0
"2013-10-29","Broad",0,17,0,1.9,5,0
"2013-11-03","Broad",0,3,0,1.7,7,0
"2013-10-24","Phrase",1,17,0.87,1.5,3,0
"2013-10-18","Broad",0,8,0,1.9,10,0
"2013-10-21","Broad",0,1,0,5,6,0
"2013-10-31","Phrase",0,5,0,3,4,0
"2013-11-06","Broad",0,4,0,1.3,6,0
"2013-11-09","Broad",0,1,0,2,8,0
"2013-11-11","Broad",0,3,0,2.3,7,0
"2013-10-22","Broad",5,109,3.72,2.2,7,0
"2013-10-23","Exact",0,1,0,2,4,0
"2013-11-08","Broad",0,38,0,3.2,7,0
"2013-10-20","Phrase",1,1,0.91,1,7,0
"2013-10-25","Broad",0,4,0,3.5,6,0
"2013-10-28","Exact",1,11,0.35,1.2,6,0
"2013-11-11","Exact",0,2,0,2,6,0
"2013-11-03","Broad",1,5,0.46,1,9,0
"2013-11-08","Phrase",0,1,0,2,5,0
"2013-10-20","Exact",0,4,0,1,7,0
"2013-11-02","Phrase",0,2,0,1,6,0
"2013-11-03","Phrase",1,1,0.5,1,7,0
"2013-10-20","Broad",0,2,0,8,6,0
"2013-11-08","Broad",0,1,0,5,6,0
"2013-10-23","Broad",0,1,0,3,7,0
"2013-11-01","Broad",0,1,0,2,6,0
"2013-10-19","Phrase",1,7,0.37,3.3,4,0
"2013-10-27","Broad",0,3,0,3.7,9,0
"2013-10-28","Broad",0,6,0,1.2,10,0
"2013-10-20","Broad",0,39,0,2.7,4,0
"2013-10-27","Broad",4,51,1.8,2.1,7,0
"2013-10-24","Phrase",0,5,0,2.8,6,0
"2013-10-30","Broad",0,4,0,5.5,6,0
"2013-11-05","Broad",0,4,0,5.8,5,0
"2013-10-31","Phrase",1,41,1.35,3.4,6,0
"2013-11-05","Broad",0,1,0,3,7,0
"2013-11-10","Broad",0,14,0,4.1,5,0
"2013-10-14","Phrase",0,4,0,4,6,0
"2013-10-30","Exact",0,1,0,1,5,0
"2013-10-20","Broad",0,2,0,6,6,0
"2013-11-05","Broad",1,9,0.64,3.8,6,0
"2013-10-21","Broad",0,1,0,3,6,0
"2013-10-18","Broad",8,288,10.99,1.4,6,0
"2013-11-04","Broad",0,1,0,2,10,0
"2013-11-06","Phrase",0,3,0,5,6,0
"2013-10-29","Broad",0,3,0,4.7,6,0
"2013-11-03","Broad",0,1,0,3,7,0
"2013-10-28","Broad",0,13,0,2.6,4,0
"2013-11-07","Broad",0,17,0,1.5,10,0
"2013-10-23","Broad",0,5,0,4.2,6,0
"2013-10-17","Broad",0,1,0,2,6,0
"2013-11-05","Broad",9,286,7.79,3.9,6,0
"2013-10-17","Broad",0,1,0,7,6,0
"2013-10-29","Broad",0,4,0,3.5,6,0
"2013-11-08","Phrase",0,1,0,3,6,0
"2013-10-28","Phrase",0,1,0,2,7,0
"2013-11-11","Broad",0,38,0,3.5,7,0
"2013-10-26","Broad",0,14,0,3.2,7,0
"2013-11-06","Broad",0,1,0,4,7,0
"2013-10-29","Phrase",0,2,0,1.5,6,0
"2013-11-04","Exact",1,6,0.56,1.2,6,0
"2013-10-24","Phrase",0,1,0,7,6,0
"2013-10-17","Broad",0,4,0,1,6,0
"2013-10-15","Broad",0,1,0,7,6,0
"2013-10-29","Phrase",0,1,0,2,7,0
"2013-10-25","Broad",0,1,0,1,7,0
"2013-11-02","Exact",0,1,0,2,4,0
"2013-10-27","Broad",1,5,0.66,4,5,0
"2013-10-18","Broad",0,3,0,4.3,7,0
"2013-10-14","Phrase",0,1,0,3,6,0
"2013-11-08","Phrase",0,4,0,1.8,4,0
"2013-10-17","Phrase",1,5,1.78,2.2,7,0
"2013-11-12","Broad",0,8,0,2.6,6,0
"2013-10-31","Broad",0,3,0,3,7,0
"2013-10-16","Phrase",0,1,0,2,6,0
"2013-10-27","Broad",0,27,0,4.1,7,0
"2013-10-20","Broad",0,1,0,1,7,0
"2013-10-29","Broad",0,4,0,2.5,6,0
"2013-10-17","Phrase",2,7,1.48,1.9,6,0
"2013-11-08","Phrase",1,8,0.97,4.5,6,0
"2013-11-06","Broad",0,1,0,2,6,0
"2013-11-03","Phrase",0,1,0,1,6,0
"2013-11-03","Broad",0,5,0,5.6,6,0
"2013-11-12","Phrase",0,2,0,1.5,5,0
"2013-10-30","Phrase",0,1,0,3,7,0
"2013-10-23","Exact",1,2,0.68,2.5,8,0
"2013-10-17","Broad",2,21,2,4.3,6,0
"2013-11-12","Broad",0,2,0,1,6,0
"2013-11-06","Broad",0,5,0,5,6,0
"2013-10-28","Broad",0,3,0,1.7,7,0
"2013-11-01","Broad",0,3,0,1.7,6,0
"2013-11-01","Exact",0,1,0,2,6,0
"2013-11-04","Broad",0,1,0,3,6,0
"2013-10-15","Broad",5,325,4.09,3.8,6,0
"2013-10-25","Broad",1,18,0.61,2.7,4,0
"2013-11-11","Broad",0,2,0,1.5,6,0
"2013-11-08","Phrase",0,3,0,3.3,4,0
"2013-11-02","Broad",0,6,0,1,8,0
"2013-10-30","Broad",1,10,0.64,2.7,9,0
"2013-10-14","Phrase",0,7,0,1.7,5,0
"2013-10-14","Broad",1,7,0.43,1.6,9,0
"2013-11-02","Broad",0,22,0,2.5,3,0
"2013-10-17","Broad",0,2,0,2,8,0
"2013-11-05","Phrase",0,19,0,1.3,3,0
"2013-10-28","Exact",0,1,0,5,6,0
"2013-11-06","Broad",0,43,0,3.3,4,0
"2013-11-08","Phrase",0,2,0,2,7,0
"2013-11-01","Exact",0,1,0,1,5,0
"2013-11-09","Broad",1,2,0.52,2,6,0
"2013-10-28","Broad",0,3,0,3.3,6,0
"2013-11-05","Broad",0,1,0,6,6,0
"2013-10-17","Broad",0,4,0,1.8,8,0
"2013-11-04","Phrase",0,4,0,1.5,6,0
"2013-10-15","Broad",0,2,0,2,7,0
"2013-10-14","Broad",0,1,0,1,7,0
"2013-11-07","Phrase",0,1,0,1,6,0
"2013-11-08","Broad",0,3,0,6,7,0
"2013-11-07","Broad",0,2,0,1,7,0
"2013-10-25","Broad",1,1,0.45,3,6,0
"2013-11-09","Phrase",0,1,0,1,7,0
"2013-11-05","Phrase",0,134,0,2.7,4,0
"2013-10-18","Broad",0,3,0,2.7,6,0
"2013-11-12","Exact",0,2,0,1,6,0
"2013-10-15","Broad",0,12,0,6.3,7,0
"2013-10-27","Broad",1,3,0.87,1.3,10,0
"2013-11-04","Broad",3,20,2.38,1.7,10,0
"2013-11-12","Broad",0,1,0,1,8,0
"2013-10-31","Broad",1,15,1.2,1.1,7,0
"2013-10-19","Broad",0,1,0,1,9,0
"2013-11-04","Phrase",0,8,0,1.1,5,0
"2013-10-21","Broad",0,2,0,1.5,6,0
"2013-10-22","Broad",0,6,0,2.2,6,0
"2013-11-08","Exact",0,1,0,10,6,0
"2013-10-28","Exact",0,1,0,2,7,0
"2013-11-01","Broad",0,2,0,1,5,0
"2013-10-30","Broad",1,0,0.73,0,7,0
"2013-10-21","Phrase",0,4,0,4.5,6,0
"2013-11-01","Broad",1,7,0.93,2.9,6,0
"2013-10-22","Broad",0,2,0,1.5,4,0
"2013-11-04","Phrase",0,1,0,3,6,0
"2013-10-14","Broad",0,9,0,1.6,7,0
"2013-11-06","Broad",0,3,0,3,7,0
"2013-10-24","Broad",0,1,0,6,6,0
"2013-10-29","Phrase",0,1,0,1,7,0
"2013-10-15","Broad",0,4,0,3,9,0
"2013-10-16","Phrase",0,3,0,1.3,6,0
"2013-11-11","Broad",0,1,0,4,6,0
"2013-10-18","Exact",1,1,0.59,2,6,0
"2013-11-06","Broad",0,3,0,2,6,0
"2013-10-21","Broad",0,1,0,5,7,0
"2013-11-10","Broad",0,1,0,4,5,0
"2013-10-16","Broad",0,6,0,1.8,6,0
"2013-10-16","Phrase",0,6,0,1,7,0
"2013-10-31","Phrase",0,4,0,1.8,6,0
"2013-10-28","Broad",0,2,0,1,6,0
"2013-11-10","Broad",0,1,0,11,6,0
"2013-10-21","Broad",0,15,0,1.9,7,0
"2013-10-15","Broad",0,4,0,6,6,0
"2013-10-16","Phrase",0,1,0,1,6,0
"2013-11-06","Broad",1,9,0.66,2.7,7,0
"2013-10-29","Exact",1,12,0.45,1.3,6,0
"2013-10-28","Broad",0,2,0,3,7,0
"2013-11-09","Broad",0,19,0,2,5,0
"2013-11-03","Phrase",0,7,0,1,6,0
"2013-11-07","Broad",0,59,0,4,4,0
"2013-11-01","Broad",0,2,0,4,4,0
"2013-10-26","Broad",0,1,0,4,6,0
"2013-11-05","Broad",0,7,0,1.6,6,0
"2013-10-21","Phrase",0,1,0,2,6,0
"2013-11-11","Exact",3,28,1.22,1.4,6,0
"2013-11-04","Broad",1,4,0.81,2.8,6,0
"2013-11-06","Phrase",0,17,0,1.4,5,0
"2013-10-22","Broad",1,4,0.86,1.8,10,0
"2013-11-09","Broad",0,3,0,4.3,6,0
"2013-10-17","Exact",0,2,0,1,7,0
"2013-11-07","Phrase",0,3,0,3,7,0
"2013-10-16","Broad",0,2,0,2,10,0
"2013-11-11","Broad",1,11,0.86,2.3,7,0
"2013-10-22","Broad",3,85,2.37,6.3,6,0
"2013-10-29","Exact",0,1,0,2,6,0
"2013-11-07","Broad",1,14,0.71,4.1,7,0
"2013-10-14","Broad",0,4,0,3.5,6,0
"2013-11-07","Broad",1,26,0.86,4.6,7,0
"2013-10-23","Broad",0,1,0,1,10,0
"2013-11-08","Broad",0,3,0,2.3,6,0
"2013-11-05","Exact",0,1,0,3,7,0
"2013-10-18","Broad",0,1,0,2,7,0
"2013-10-29","Phrase",0,2,0,2.5,6,0
"2013-10-25","Broad",0,4,0,4.5,6,0
"2013-11-09","Phrase",0,1,0,1,5,0
"2013-11-08","Broad",0,5,0,5,6,0
"2013-10-20","Broad",0,1,0,5,3,0
"2013-11-06","Phrase",1,5,0.37,1,6,0
"2013-10-18","Broad",0,11,0,4.6,6,0
"2013-10-24","Phrase",0,2,0,2.5,6,0
"2013-11-01","Broad",0,3,0,1.7,6,0
"2013-11-10","Phrase",0,2,0,1,7,0
"2013-10-25","Broad",0,3,0,1.7,7,0
"2013-10-21","Broad",0,55,0,1.9,3,0
"2013-10-17","Broad",0,8,0,3.6,6,0
"2013-10-16","Broad",10,373,8.23,1.1,6,0
"2013-11-10","Exact",0,1,0,2,4,0
"2013-11-10","Exact",0,1,0,2,6,0
"2013-10-15","Broad",0,9,0,3,6,0
"2013-10-30","Broad",1,76,0.9,5.9,6,0
"2013-10-21","Broad",4,35,2.35,3.2,7,0
"2013-11-04","Phrase",0,4,0,2,6,0
"2013-10-30","Broad",3,214,4.73,2.7,6,0
"2013-10-21","Phrase",1,4,0.91,1,6,0
"2013-11-04","Exact",0,1,0,2,7,0
"2013-10-24","Broad",1,5,0.4,3,7,0
"2013-11-09","Broad",0,2,0,2.5,6,0
"2013-10-14","Broad",0,1,0,8,5,0
"2013-10-22","Broad",1,3,0.52,1.3,6,0
"2013-11-12","Broad",0,26,0,4.2,5,0
"2013-11-10","Broad",1,2,0.29,1,7,0
"2013-11-02","Broad",0,18,0,1.8,5,0
"2013-10-24","Broad",1,26,0.89,1.6,7,0
"2013-10-19","Exact",0,1,0,8,4,0
"2013-11-03","Exact",1,12,0.82,1,3,0
"2013-10-14","Broad",0,5,0,5.4,6,0
"2013-10-19","Phrase",0,2,0,2,6,0
"2013-10-23","Broad",0,4,0,2.8,6,0
"2013-11-01","Broad",0,22,0,3.5,7,0
"2013-11-03","Phrase",0,1,0,2,6,0
"2013-10-30","Broad",3,29,1.87,3,7,0
"2013-11-12","Broad",0,1,0,3,6,0
"2013-11-03","Phrase",0,2,0,1.5,6,0
"2013-10-24","Phrase",0,4,0,4.3,7,0
"2013-10-28","Broad",1,23,1.55,1.7,5,0
"2013-10-24","Phrase",0,1,0,7,6,0
"2013-11-04","Broad",0,2,0,2,6,0
"2013-10-16","Phrase",0,1,0,2,6,0
"2013-10-29","Exact",0,4,0,1,4,0
"2013-11-10","Broad",0,4,0,1.8,4,0
"2013-11-07","Broad",0,2,0,1.5,4,0
"2013-10-29","Broad",0,3,0,1.3,9,0
"2013-10-14","Broad",1,2,0.7,4,7,0
"2013-11-05","Broad",1,4,0.92,4.5,6,0
"2013-10-14","Broad",0,2,0,3.5,6,0
"2013-10-18","Broad",0,6,0,6.2,5,0
"2013-11-04","Broad",0,1,0,5,7,0
"2013-11-06","Broad",0,4,0,5.5,6,0
"2013-11-01","Phrase",0,1,0,3,7,0
"2013-10-14","Exact",0,8,0,1,4,0
"2013-10-30","Exact",0,1,0,3,6,0
"2013-11-08","Broad",0,9,0,3.3,6,0
"2013-11-12","Broad",2,236,2.35,2.9,6,0
"2013-10-24","Broad",0,7,0,2.1,6,0
"2013-11-07","Broad",0,2,0,3.5,4,0
"2013-10-21","Phrase",0,4,0,2.3,6,0
"2013-11-05","Broad",0,1,0,2,7,0
"2013-10-24","Broad",0,26,0,3.5,5,0
"2013-10-23","Broad",0,1,0,2,10,0
"2013-10-16","Broad",0,5,0,1.4,10,0
"2013-10-21","Phrase",0,1,0,5,6,0
"2013-11-12","Broad",0,9,0,3.6,6,0
"2013-10-16","Broad",0,3,0,2,6,0
"2013-11-03","Broad",4,75,2.47,2.3,7,0
"2013-11-07","Exact",0,2,0,3,8,0
"2013-10-25","Broad",0,26,0,1.8,5,0
"2013-11-06","Broad",0,12,0,2.3,7,0
"2013-10-22","Broad",0,2,0,2.5,6,0
"2013-10-14","Broad",0,9,0,1.2,6,0
"2013-10-24","Broad",0,2,0,2,7,0
"2013-10-22","Broad",0,4,0,1,7,0
"2013-11-03","Broad",1,27,0.74,2.8,3,0
"2013-10-29","Broad",0,1,0,2,7,0
"2013-10-17","Broad",1,18,1.57,3.2,5,0
"2013-10-24","Broad",2,43,1.68,3.5,4,0
"2013-10-25","Broad",0,2,0,3,6,0
"2013-11-01","Broad",7,211,4.87,4.4,6,0
"2013-11-06","Broad",0,7,0,3.3,6,0
"2013-10-25","Broad",0,2,0,1.5,6,0
"2013-10-18","Broad",6,211,4.62,4.2,6,0
"2013-10-18","Broad",0,5,0,1.6,9,0
"2013-10-17","Phrase",0,2,0,1,5,0
"2013-10-25","Phrase",0,11,0,1.8,5,0
"2013-10-28","Broad",0,2,0,3.5,6,0
"2013-11-09","Broad",0,4,0,2,6,0
"2013-10-31","Broad",0,1,0,2,6,0
"2013-10-28","Broad",0,2,0,2.5,6,0
"2013-11-07","Exact",10,217,7.61,1.2,4,0
"2013-11-06","Broad",0,1,0,1,7,0
"2013-10-23","Phrase",0,3,0,4.3,6,0
"2013-11-06","Broad",0,10,0,2.9,6,0
